protocol,feature_set,model,n_proteins,n_residues,pooled_pcc,mean_fold_pcc,mean_per_protein_pcc,pooled_spearman,mean_fold_spearman,mean_per_protein_spearman,pooled_rmse_raw,mean_fold_rmse_raw,mean_per_protein_rmse_raw,proteins_split_across_folds,alignment_counts
random_residue_raw_B,annotation+PSL 7/10/13 std,GBDT,329,72069,0.8533612024903076,0.8533656969002914,0.6058527739310082,0.729590840078017,0.7294801446111256,0.5739654239676149,6.151796194886544,6.148764308272696,5.116004423090572,329,"{""align_bfactor-subsequence"": 56, ""align_exact"": 273, ""psl_target_mismatch"": 17}"
random_residue_raw_B,annotation+PSL 7/10/13 std,RF,329,72069,0.8981790471225609,0.8981886150110551,0.6357991046591583,0.8039858882649568,0.803855161860964,0.606088142721988,5.219205021559414,5.215644236199495,4.697042312844906,329,"{""align_bfactor-subsequence"": 56, ""align_exact"": 273, ""psl_target_mismatch"": 17}"
